customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5061-IJIB,Female,0,Yes,No,23,Yes,Fiber optic,Yes,Yes,No internet service,Two year,Yes,Electronic check,56.57,1241.18,No
3177-AJHA,Male,0,Yes,Yes,55,Yes,Fiber optic,No,No,No internet service,Two year,Yes,Bank transfer (automatic),66.2,3779.08,No
3981-IJAI,Male,1,No,No,20,Yes,Fiber optic,No,No,No internet service,Two year,No,Electronic check,88.29,1745.82,Yes
2930-HJED,Female,0,No,Yes,6,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),61.6,363.6,No
6641-EDEJ,Male,0,No,No,43,Yes,DSL,Yes,No,Yes,One year,Yes,Electronic check,46.06,1860.31,No
1572-AFEI,Male,0,Yes,No,14,Yes,DSL,Yes,No,No,One year,No,Bank transfer (automatic),56.83,719.0,No
2123-EFBA,Male,0,No,No,42,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,91.64,3768.19,No
2388-BJHI,Male,0,Yes,No,7,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),22.24,163.0,No
4449-BEAE,Female,0,No,No,34,Yes,DSL,Yes,No,No internet service,One year,No,Bank transfer (automatic),55.49,1809.02,No
1747-JGEJ,Male,0,Yes,No,17,Yes,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,80.12,1417.75,Yes
1996-AGDD,Male,0,No,No,38,No,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,75.84,2622.37,No
4300-CGED,Male,0,No,Yes,16,Yes,Fiber optic,Yes,Yes,No internet service,Two year,No,Bank transfer (automatic),50.07,748.03,No
4521-CGBD,Female,0,Yes,No,18,Yes,DSL,Yes,No internet service,No,One year,No,Mailed check,40.79,692.04,No
6505-JDAG,Female,0,No,Yes,65,Yes,Fiber optic,No,No,No,Month-to-month,No,Credit card (automatic),78.46,4872.93,Yes
4456-FDAC,Female,1,Yes,No,71,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.55,4437.24,No
6486-BBEC,Female,0,Yes,No,23,Yes,DSL,No internet service,No,No,One year,Yes,Bank transfer (automatic),34.38,811.09,No
6340-DGIB,Female,0,No,No,47,Yes,DSL,No internet service,No,No,One year,No,Electronic check,46.74,2165.27,No
7020-CHGJ,Female,0,No,No,25,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,76.61,1759.62,Yes
7422-JDJH,Female,0,Yes,No,12,Yes,Fiber optic,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,76.11,826.75,Yes
6575-FDGD,Male,0,Yes,No,7,Yes,No,Yes,No,Yes,Two year,No,Mailed check,20.57,144.59,No
5093-GFGC,Male,1,Yes,No,65,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),47.85,3133.02,No
7209-HIHF,Male,0,No,No,4,Yes,DSL,No,No internet service,No,One year,No,Mailed check,52.46,189.01,No
8769-HHFC,Male,0,No,Yes,35,Yes,DSL,Yes,No internet service,No,Two year,No,Mailed check,34.46,1101.18,No
3010-CJAD,Male,0,Yes,No,16,Yes,DSL,No,No,No,Two year,No,Mailed check,56.67,936.12,No
6581-BGFF,Female,0,Yes,Yes,55,Yes,Fiber optic,No,No,No,Two year,Yes,Mailed check,74.46,4047.45,No
4378-ECJG,Female,0,No,Yes,9,Yes,Fiber optic,No,Yes,No,Two year,No,Credit card (automatic),63.44,553.62,No
9218-BEED,Male,0,No,Yes,42,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,53.84,2066.18,No
3591-DBJI,Male,0,Yes,No,25,Yes,DSL,No,No,No,Month-to-month,Yes,Electronic check,63.61,1498.22,No
1526-FFCI,Male,0,No,No,38,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Electronic check,73.52,2815.97,No
1821-BGAA,Female,0,Yes,No,13,Yes,DSL,No,No,No,Month-to-month,No,Electronic check,38.8,497.09,Yes
7448-BIEH,Male,0,Yes,No,8,Yes,DSL,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),67.7,531.56,Yes
2493-ICDA,Male,0,No,No,13,No,No,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),20.53,272.05,No
1590-EEJC,Male,0,No,Yes,42,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),18.0,763.12,No
7351-HAAC,Female,0,Yes,No,47,Yes,Fiber optic,No,Yes,No internet service,Two year,No,Credit card (automatic),82.72,3665.1,No
7753-HHEI,Male,1,No,No,66,Yes,DSL,No,No internet service,No internet service,Month-to-month,No,Electronic check,59.58,4083.84,No
8552-JHAI,Female,1,No,No,68,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,27.06,1822.22,Yes
4416-JFDE,Female,0,No,No,54,No,Fiber optic,Yes,No internet service,No,One year,No,Electronic check,72.97,3622.57,No
1402-BHIH,Male,1,No,No,0,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),36.58,17.86,No
8204-EJIF,Female,0,No,No,51,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Mailed check,57.2,2810.85,No
2813-AHEE,Female,0,No,No,51,Yes,DSL,Yes,Yes,No,Month-to-month,Yes,Electronic check,45.18,2352.14,Yes
1169-EHHF,Female,0,Yes,No,51,Yes,DSL,No internet service,Yes,No,Two year,Yes,Electronic check,26.21,1389.45,No
5651-FAFB,Male,1,No,Yes,48,Yes,Fiber optic,No,No,No internet service,One year,Yes,Credit card (automatic),73.4,3284.69,No
9238-BJIF,Female,0,Yes,Yes,50,Yes,DSL,No internet service,No,No,One year,No,Electronic check,49.03,2472.38,Yes
2250-CBCA,Female,0,No,No,42,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,70.6,2908.31,No
5088-BCGG,Male,0,Yes,No,45,Yes,Fiber optic,No,No,No internet service,One year,Yes,Mailed check,88.78,4136.2,No
8362-CEBF,Male,0,Yes,No,50,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,18.0,820.1,No
8132-GHIJ,Female,0,No,No,3,Yes,DSL,No,No,Yes,One year,Yes,Bank transfer (automatic),51.63,155.87,Yes
5882-EDAE,Female,0,Yes,No,37,Yes,DSL,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),36.35,1405.9,No
8600-HDDF,Female,0,Yes,No,9,Yes,Fiber optic,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),85.28,757.12,No
5593-CIGH,Female,1,Yes,No,67,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,Credit card (automatic),57.65,3653.81,No
9590-HFBI,Male,0,No,No,72,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Mailed check,92.72,6669.77,No
1736-DEIG,Male,0,Yes,No,11,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),18.0,178.89,Yes
3452-ICCE,Female,0,Yes,No,65,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),73.72,4710.47,No
5760-GIED,Male,0,No,No,34,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),26.12,851.21,No
3488-DFEE,Male,0,No,Yes,49,Yes,Fiber optic,No internet service,No internet service,No,One year,Yes,Mailed check,80.37,3612.08,No
4648-EDIE,Female,0,No,Yes,47,Yes,Fiber optic,No,No,No,One year,No,Electronic check,57.13,2783.43,No
9145-GAJI,Male,0,Yes,No,8,Yes,No,No,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),18.0,139.89,No
1594-FJCA,Male,0,No,No,66,No,DSL,No,No,No,Month-to-month,No,Credit card (automatic),44.41,3024.68,Yes
9134-HCGF,Male,0,No,No,46,Yes,Fiber optic,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),78.32,3381.9,No
8127-JDAC,Male,1,No,No,35,Yes,Fiber optic,Yes,No,Yes,Month-to-month,No,Electronic check,70.07,2322.34,No
7368-HDAD,Male,0,No,No,44,Yes,Fiber optic,No internet service,Yes,Yes,Two year,Yes,Mailed check,82.97,3825.05,No
1286-EJFG,Male,0,Yes,No,71,Yes,Fiber optic,Yes,No,No,One year,No,Credit card (automatic),59.99,4186.55,No
2894-BGED,Male,0,No,Yes,47,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,18.0,809.1,No
1078-CEFH,Male,0,No,Yes,47,Yes,DSL,No internet service,No,Yes,One year,No,Mailed check,49.08,2335.65,No
4047-ADFE,Female,1,Yes,No,63,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),18.46,1056.59,No
1456-JBHE,Female,0,Yes,No,51,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,27.06,1401.14,No
2090-BEGG,Female,0,Yes,Yes,10,Yes,DSL,Yes,No,Yes,Month-to-month,Yes,Electronic check,64.86,598.42,Yes
3186-FDEH,Female,0,No,Yes,59,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Electronic check,42.96,2288.63,No
9938-FJHD,Male,0,Yes,No,65,Yes,Fiber optic,No,No,No internet service,One year,Yes,Mailed check,64.43,4393.51,No
3419-FEEC,Female,0,No,No,53,Yes,DSL,No,No,Yes,Month-to-month,Yes,Mailed check,53.58,2641.62,No
6311-IAHB,Female,0,No,No,11,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.02,842.53,Yes
3192-EFHE,Male,0,Yes,No,38,Yes,Fiber optic,Yes,No internet service,No internet service,One year,No,Credit card (automatic),82.95,3074.97,No
1905-FEHG,Male,0,Yes,Yes,3,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,21.13,58.61,Yes
5194-ECJH,Female,0,Yes,No,56,Yes,DSL,No,No internet service,Yes,Two year,No,Credit card (automatic),47.56,2605.25,No
9273-CIHC,Female,0,Yes,Yes,69,Yes,Fiber optic,No internet service,No,No internet service,Two year,Yes,Electronic check,91.0,5833.78,No
5920-IACJ,Male,0,No,Yes,2,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,23.97,43.69,Yes
1570-GHGH,Male,0,No,No,7,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,78.6,520.46,Yes
4350-BIJA,Male,0,No,No,68,Yes,DSL,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,31.07,2055.01,No
5359-BEDB,Male,0,No,No,58,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,48.35,2803.8,No
8320-BDIA,Female,0,Yes,No,60,Yes,Fiber optic,No internet service,No,No,Month-to-month,No,Mailed check,83.56,4768.32,Yes
2571-EEAJ,Female,0,No,No,15,Yes,DSL,No,Yes,Yes,Two year,No,Credit card (automatic),51.38,727.53,No
1223-IFGC,Male,0,Yes,Yes,46,Yes,DSL,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.18,2186.69,Yes
6989-EDEI,Female,0,No,No,60,No,Fiber optic,Yes,No,No internet service,Month-to-month,No,Mailed check,47.36,2748.06,Yes
5814-FCAF,Female,0,Yes,No,5,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Credit card (automatic),68.44,350.45,Yes
2178-AHDE,Female,0,Yes,Yes,20,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,65.03,1190.93,No
8806-JAIA,Male,0,No,No,21,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,70.15,1345.58,No
6394-DJCA,Female,0,No,Yes,39,Yes,Fiber optic,No internet service,No internet service,No,Two year,Yes,Electronic check,75.75,2888.33,No
8709-ECBG,Female,0,Yes,Yes,18,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,66.19,1176.99,No
3014-IEII,Female,0,Yes,Yes,24,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Electronic check,66.08,1497.47,No
7214-FCCI,Male,0,No,Yes,18,Yes,DSL,No,No,No,Two year,No,Electronic check,50.75,851.53,No
9886-EFBD,Male,0,No,No,4,Yes,Fiber optic,No,Yes,Yes,One year,No,Mailed check,76.06,313.06,No
1640-GAAJ,Female,0,No,No,49,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,79.4,3623.98,No
5462-DCEH,Male,0,Yes,No,46,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,28.59,1311.42,No
6937-GIIH,Female,0,Yes,No,63,Yes,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.07,4186.97,Yes
2154-GBFC,Male,0,No,No,42,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Mailed check,52.59,2181.0,No
6804-IIJF,Female,0,No,No,49,Yes,DSL,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),34.84,1638.8,No
7660-HEIF,Male,0,Yes,No,26,Yes,Fiber optic,Yes,No,Yes,One year,No,Electronic check,73.13,1945.89,Yes
4852-CEGB,Male,0,Yes,No,28,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),18.0,486.57,No
9793-EBEC,Male,0,Yes,No,30,Yes,Fiber optic,No internet service,No,No,One year,Yes,Credit card (automatic),51.9,1421.99,No
8510-ECID,Male,0,No,No,70,Yes,Fiber optic,No,No,No,One year,Yes,Electronic check,72.47,4571.7,No
6369-BGBG,Male,0,Yes,Yes,34,Yes,DSL,No internet service,No,No,One year,No,Bank transfer (automatic),56.49,1993.94,No
3528-AIGA,Male,0,No,No,62,Yes,DSL,No,No,Yes,One year,No,Bank transfer (automatic),35.51,2254.56,No
9581-GAFE,Male,0,No,Yes,23,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Mailed check,76.7,1820.77,No
1884-IDDE,Female,0,Yes,Yes,50,Yes,DSL,No,No,No internet service,One year,No,Electronic check,48.05,2254.03,No
1730-FEEA,Female,0,Yes,No,20,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,63.63,1196.26,Yes
1233-GBHD,Female,0,Yes,No,29,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),67.49,1935.68,Yes
4757-JEFF,Male,0,Yes,Yes,62,Yes,No,No,No,No,Two year,No,Mailed check,18.0,1154.48,Yes
7217-FGHA,Female,0,No,No,49,Yes,DSL,No,No internet service,Yes,Two year,Yes,Credit card (automatic),73.09,3701.84,No
7019-FHCF,Female,0,No,No,35,Yes,DSL,No internet service,No,No,One year,Yes,Electronic check,61.01,2025.9,No
1662-CHCH,Male,0,Yes,Yes,29,Yes,Fiber optic,No,Yes,No,Month-to-month,No,Electronic check,77.3,2308.93,Yes
8082-GIDC,Female,0,No,No,58,Yes,Fiber optic,No,Yes,No,One year,Yes,Mailed check,66.06,3671.15,No
4761-BIED,Female,0,Yes,No,11,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.27,777.72,Yes
8538-BHHB,Male,0,No,No,61,Yes,Fiber optic,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),74.46,4192.71,Yes
1627-BDBA,Male,0,No,Yes,45,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,80.36,3570.95,Yes
7638-CEAJ,Male,0,Yes,No,24,Yes,Fiber optic,No internet service,No internet service,Yes,One year,No,Bank transfer (automatic),74.44,1627.93,No
1327-DJIH,Male,0,No,No,50,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),26.82,1319.75,No
8553-HJEF,Female,0,No,Yes,72,Yes,DSL,No,No,Yes,Month-to-month,No,Credit card (automatic),59.07,3841.07,No
2566-AAJF,Female,0,Yes,No,25,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Credit card (automatic),46.89,1095.02,Yes
4310-JJHF,Female,1,No,No,28,Yes,Fiber optic,No,No,No,Month-to-month,No,Mailed check,66.73,1930.02,Yes
3707-DJAC,Male,0,Yes,Yes,67,Yes,DSL,No,No,No,Month-to-month,No,Credit card (automatic),50.21,3484.28,No
7869-IGHJ,Male,1,Yes,No,25,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,65.6,1645.65,Yes
1182-EIIJ,Female,1,No,No,62,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,83.7,4744.48,Yes
7940-IFEH,Male,0,Yes,No,65,Yes,DSL,No,No,No,Month-to-month,Yes,Credit card (automatic),69.59,4688.41,Yes
4765-EHIA,Female,0,Yes,No,42,Yes,Fiber optic,No,No,Yes,Month-to-month,No,Electronic check,71.89,2835.95,Yes
9540-BAJE,Female,0,Yes,Yes,5,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,71.85,327.54,No
1962-BACJ,Male,1,Yes,No,4,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,71.55,272.55,Yes
6684-IEIB,Female,0,Yes,No,20,Yes,DSL,Yes,Yes,Yes,Two year,No,Mailed check,31.38,580.05,No
4003-HDJH,Male,0,Yes,Yes,1,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Mailed check,59.63,59.98,No
1176-FDEB,Male,1,No,No,55,Yes,Fiber optic,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),59.76,3118.38,No
5247-DJGJ,Male,0,Yes,No,46,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Electronic check,79.84,3634.58,Yes
2334-BABI,Male,1,No,No,33,Yes,DSL,Yes,Yes,No,Month-to-month,No,Electronic check,45.42,1566.07,No
5616-IBDG,Male,0,No,Yes,59,Yes,DSL,No,No,Yes,Month-to-month,No,Electronic check,49.23,2806.75,Yes
9140-AABE,Female,0,Yes,No,9,Yes,No,No,Yes,No,Two year,Yes,Electronic check,18.1,154.28,No
4952-EDDB,Female,0,No,No,36,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,46.98,1672.71,No
3519-BCBC,Male,0,No,No,24,Yes,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,95.21,2266.1,Yes
7311-HHIJ,Female,0,No,No,1,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),21.39,21.06,Yes
9888-HFEE,Female,0,No,No,34,Yes,DSL,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),66.94,2083.65,No
5201-JDHG,Male,0,Yes,No,10,Yes,Fiber optic,Yes,No internet service,Yes,One year,Yes,Mailed check,61.65,556.58,Yes
4968-ADJA,Male,0,Yes,Yes,3,Yes,Fiber optic,No,No,No internet service,Month-to-month,Yes,Mailed check,56.75,175.32,Yes
7700-CEJD,Male,0,No,No,15,Yes,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card (automatic),80.79,1125.63,Yes
8182-IEEG,Female,1,No,No,14,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),21.96,278.51,No
3725-BFJD,Female,0,No,No,45,No,Fiber optic,No internet service,No,No,Month-to-month,No,Credit card (automatic),77.63,3445.41,Yes
5956-IHAG,Male,0,No,Yes,57,Yes,Fiber optic,Yes,No internet service,No internet service,Month-to-month,No,Credit card (automatic),91.73,4826.48,No
6544-GGFF,Female,0,Yes,No,35,Yes,Fiber optic,No,No internet service,Yes,One year,Yes,Electronic check,72.32,2642.03,No
2527-DFEJ,Male,0,Yes,No,46,Yes,DSL,No internet service,No internet service,No,Month-to-month,No,Electronic check,54.77,2526.83,No
5129-ABDF,Female,0,No,No,7,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,46.03,338.16,No
8448-CGJB,Female,0,Yes,Yes,57,Yes,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),21.67,1263.06,No
7221-BJEC,Female,0,No,No,36,No,DSL,Yes,Yes,No,Month-to-month,No,Credit card (automatic),53.24,1816.64,Yes
3477-BBGI,Male,1,No,Yes,31,Yes,DSL,No,No,Yes,Month-to-month,Yes,Electronic check,55.93,1738.98,Yes
3231-HCEG,Male,0,Yes,Yes,63,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.54,3252.48,No
2531-CAIB,Female,1,Yes,No,22,No,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),18.0,370.45,No
7327-DDCD,Male,0,No,No,32,Yes,DSL,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),68.33,2146.57,Yes
3470-ACBA,Male,1,No,No,67,Yes,Fiber optic,No,No,No,One year,No,Bank transfer (automatic),71.07,4953.43,No
2931-AIJC,Male,0,No,Yes,10,Yes,No,No,No,No internet service,Month-to-month,No,Mailed check,39.05,351.96,No
2316-BBHB,Female,0,Yes,Yes,38,Yes,Fiber optic,No,No,No internet service,Two year,Yes,Bank transfer (automatic),60.11,2371.91,No
4812-DFJI,Male,1,Yes,No,42,Yes,DSL,Yes,No,No,Two year,Yes,Credit card (automatic),44.02,1734.34,No
6713-JJJB,Female,1,Yes,Yes,51,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),67.57,3145.46,Yes
9261-HHAB,Female,0,Yes,No,67,Yes,DSL,Yes,No internet service,Yes,Month-to-month,No,Electronic check,45.08,3168.76,Yes
6173-GHJB,Female,0,Yes,Yes,25,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Mailed check,74.34,1703.06,No
4252-EDBF,Female,0,No,Yes,8,Yes,No,No internet service,No,No internet service,One year,Yes,Bank transfer (automatic),33.09,276.7,No
4708-ABCH,Male,0,Yes,No,29,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Credit card (automatic),86.49,2483.84,Yes
9681-ACBJ,Female,1,No,Yes,11,Yes,Fiber optic,No internet service,No,No,One year,Yes,Electronic check,64.4,728.43,Yes
1140-FIGB,Female,0,No,No,53,Yes,Fiber optic,Yes,No internet service,No internet service,One year,No,Electronic check,62.82,3313.23,No
4466-HJFF,Female,0,No,No,41,Yes,Fiber optic,No,Yes,No,Two year,Yes,Mailed check,79.23,2940.21,No
1779-GGAJ,Female,0,No,Yes,55,Yes,No,Yes,No internet service,No,One year,No,Credit card (automatic),18.0,1003.82,No
3768-IIAI,Female,0,Yes,No,24,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Mailed check,78.05,1892.06,Yes
3268-IJIC,Female,0,No,No,69,Yes,Fiber optic,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,67.16,4289.79,No
1850-FGJJ,Female,0,Yes,No,65,Yes,DSL,Yes,No,No,Month-to-month,No,Bank transfer (automatic),44.71,2654.43,No
4545-IJAC,Male,1,Yes,Yes,66,Yes,Fiber optic,No,Yes,Yes,One year,No,Mailed check,36.24,2289.28,No
4590-BJAJ,Male,0,No,No,52,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),73.18,3438.59,No
5511-FAEH,Male,0,Yes,No,13,Yes,Fiber optic,Yes,No internet service,No internet service,Two year,No,Mailed check,84.01,983.36,No
5015-IHGB,Female,0,Yes,Yes,10,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),55.78,571.75,Yes
3873-CDBJ,Male,0,No,Yes,69,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,53.39,3767.25,No
6550-EGBG,Male,1,Yes,Yes,63,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,25.99,1587.93,Yes
2696-ECHC,Female,0,Yes,Yes,64,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),63.67,3943.94,No
1852-ECHC,Male,0,Yes,Yes,46,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,25.18,1107.43,Yes
5355-HBJC,Female,0,Yes,No,62,Yes,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,60.76,3474.19,No
3146-IDFA,Female,0,No,No,36,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,72.2,2590.58,Yes
5638-DICH,Male,0,No,No,11,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),76.64,800.73,No
6329-GACB,Male,0,Yes,Yes,18,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),66.87,1136.02,No
3355-FAHD,Female,0,No,Yes,62,Yes,DSL,No,No,No,Two year,No,Credit card (automatic),59.75,3378.11,No
5861-GFBF,Female,0,No,No,47,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,18.0,830.25,No
5168-DADJ,Female,1,No,No,72,Yes,DSL,No,Yes,No internet service,Month-to-month,No,Electronic check,59.24,4465.84,No
7508-FFGD,Female,0,No,No,65,Yes,DSL,No,No,Yes,One year,No,Credit card (automatic),64.78,4370.78,No
8391-DDCC,Male,1,No,Yes,55,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,18.0,919.01,No
5294-AFHJ,Female,0,No,Yes,2,No,Fiber optic,No,No,No,Two year,Yes,Credit card (automatic),60.69,117.69,No
4799-JBBA,Male,0,No,No,13,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,39.42,497.38,No
4376-BFGD,Male,1,Yes,No,27,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,24.63,635.16,Yes
8409-DGGA,Female,0,Yes,Yes,2,Yes,Fiber optic,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),51.72,96.91,No
1658-EDBJ,Male,0,Yes,No,68,Yes,No,No,No,Yes,Two year,No,Mailed check,18.0,1238.12,No
9943-ABDE,Female,0,No,Yes,16,Yes,DSL,Yes,No,No,Two year,No,Mailed check,29.34,449.03,No
6642-CACD,Female,0,Yes,No,27,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,18.0,494.54,No
8211-ECCE,Male,0,No,No,49,Yes,Fiber optic,Yes,Yes,No,One year,No,Electronic check,69.66,3110.22,No
2205-AECI,Female,0,Yes,No,2,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,27.36,56.61,No
2072-CDIE,Female,0,No,No,46,Yes,Fiber optic,Yes,No internet service,No,Two year,Yes,Credit card (automatic),70.35,3280.26,No
1152-BGBD,Male,0,Yes,No,7,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Mailed check,89.16,592.66,Yes
7941-GCHB,Female,0,Yes,No,65,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,21.37,1400.94,No
5820-CBFB,Male,0,Yes,No,50,Yes,DSL,No,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.11,1337.98,No
4899-JBCB,Female,1,No,No,24,Yes,Fiber optic,No,No,Yes,One year,Yes,Mailed check,77.38,1747.27,Yes
7695-DCIG,Male,0,No,No,51,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,21.29,1034.72,No
4123-GFJH,Female,1,Yes,Yes,22,Yes,No,Yes,No,No,Two year,Yes,Electronic check,18.0,390.19,No
5890-ECJD,Female,0,No,No,8,Yes,Fiber optic,No internet service,Yes,No,Two year,No,Bank transfer (automatic),82.66,645.02,No
3704-FABC,Female,0,No,No,0,Yes,Fiber optic,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.99,37.32,Yes
2474-GEFG,Male,0,No,No,16,Yes,DSL,No,No,Yes,Two year,Yes,Electronic check,39.64,651.78,No
7636-JHHH,Female,1,No,No,51,Yes,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,73.25,3889.95,Yes
6359-BHBG,Male,0,No,No,41,No,No,No,No,Yes,One year,No,Electronic check,38.24,1570.1,No
8188-HFFH,Male,1,No,No,19,Yes,DSL,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,50.93,958.93,No
8761-IGAD,Female,0,No,Yes,50,Yes,DSL,No,Yes,No,Month-to-month,Yes,Electronic check,34.55,1741.34,Yes
